subject,organ,iou,q10,q50,q90,width,inside80
s0316,adrenal_gland_left,0.4225,0.2773212658189763,0.6057493572294609,0.6731140348542926,0.39579276903531624,1
s0316,adrenal_gland_right,0.7915,0.2975921800702853,0.4607947153460751,0.6520953113623397,0.35450313129205435,0
s0316,aorta,0.8459,0.5326734414512349,0.7989403318757808,0.8294080243941199,0.296734582942885,0
s0316,autochthon_left,0.9065,0.9319373343424014,0.9227282098529196,0.9404186521858873,0.008481317843485825,0
s0316,autochthon_right,0.8492,0.8505543459992846,0.9041471607463778,0.9086787613689451,0.05812441536966051,0
s0316,colon,0.583,0.38880363638293963,0.6716823439560499,0.7876916423180749,0.39888800593513524,1
s0316,duodenum,0.7838,0.623729984318639,0.7318152571790674,0.823438630318041,0.19970864599940197,1
s0316,esophagus,0.7201,0.3512858941374696,0.6059884340894695,0.6082945431152416,0.257008648977772,0
s0316,gallbladder,0.0,5.3795891840719083e-20,0.0,0.11472622603380415,0.11472622603380415,0
s0316,gluteus_medius_left,0.2542,0.5391996458123183,0.720212158072261,0.8299676830716832,0.29076803725936495,0
s0316,gluteus_medius_right,0.1145,0.2584555543923468,0.22783902148371296,0.5664938718900924,0.3080383174977456,0
s0316,gluteus_minimus_right,0.1169,0.18078999584384997,0.39750036235689745,0.728934551427338,0.5481445555834881,0
s0316,heart,0.8022,0.781978629212922,0.8510807956623468,0.9111272204700545,0.1291485912571324,1
s0316,hip_left,0.5888,0.72291078096772,0.7476095503576606,0.8426564357627578,0.11974565479503785,0
s0316,hip_right,0.6442,0.72843804290264,0.8097570036890752,0.8501516662057373,0.12171362330309732,0
s0316,iliac_artery_left,0.6371,0.43165664939510995,0.54258775116516,0.5778000056171672,0.1461433562220572,0
s0316,iliac_artery_right,0.662,0.5662237348404096,0.6060701166931554,0.6177986110664828,0.05157487622607326,0
s0316,iliac_vena_left,0.0,5.3795891840719083e-20,0.06903799578183614,0.13174764934549726,0.13174764934549726,0
s0316,iliac_vena_right,0.3625,0.13747869156491355,0.2449857978751,0.45497333057579026,0.3174946390108767,1
s0316,iliopsoas_left,0.8199,0.8617910798114501,0.8770063430307686,0.9027391138646101,0.040948034053160054,0
s0316,iliopsoas_right,0.774,0.8743815100469863,0.9229423096085959,0.9122395417772975,0.037858031730311215,0
s0316,inferior_vena_cava,0.852,0.7101651557354985,0.856114495277871,0.888752569132569,0.1785874133970704,1
s0316,intervertebral_discs,0.7281,0.7190856373698868,0.7817846385795099,0.8476952580387586,0.12860962066887172,1
s0316,kidney_left,0.9084,0.9168207957128541,0.8795188269266566,0.920402041744653,0.0035812460317988792,0
s0316,kidney_right,0.3709,0.8686768282926906,0.8265937737234956,0.9112173160190651,0.04254048772637453,0
s0316,liver,0.8384,0.7984515679979282,0.8958279091327008,0.9414713437846572,0.1430197757867291,1
s0316,lung_left,0.9289,0.9537638688333079,0.9700136914248683,0.9689438186185986,0.015179949785290692,0
s0316,lung_right,0.9256,0.9248560390670394,0.9354895074455647,0.9751644916237842,0.050308452556744765,1
s0316,pancreas,0.5585,0.5047593672656361,0.7501518391195181,0.7869231940243236,0.28216382675868756,1
s0316,portal_vein_and_splenic_vein,0.6446,0.24217906397510644,0.5536513581763023,0.6577714169172916,0.4155923529421851,1
s0316,sacrum,0.7512,0.7716959569839226,0.779031113117723,0.8588048798319832,0.0871089228480606,0
s0316,small_bowel,0.7881,0.5236789399333079,0.6905749451368334,0.8150072843372361,0.2913283444039282,1
s0316,spinal_cord,0.8043,0.7535746998159247,0.850591846920488,0.8677920365945583,0.11421733677863355,1
s0316,spleen,0.8617,0.8461423405951753,0.8205640534933761,0.9328898594713213,0.08674751887614596,1
s0316,stomach,0.8425,0.6842480583859715,0.8132781360590308,0.8766485481738167,0.19240048978784519,1
s0316,urinary_bladder,0.0997,0.16720742056883234,0.5556592680552267,0.7028910574266444,0.5356836368578121,0
s0316,vertebrae,0.8383,0.8524507142840635,0.8563280859022185,0.8969703980550466,0.04451968377098314,0
