subject,organ,iou,q10,q50,q90,width,inside80
s0316,adrenal_gland_left,0.4225,0.42860427542736834,0.675527936602976,0.7405427396422369,0.3119384642148686,0
s0316,adrenal_gland_right,0.7915,0.3689012099149635,0.48082422566485905,0.6418022981608719,0.27290108824590836,0
s0316,aorta,0.8459,0.6099131425712793,0.7842899777750981,0.8062668093860944,0.19635366681481514,0
s0316,autochthon_left,0.9065,0.9381001923794708,0.9193766282549499,0.971852366448726,0.033752174069255125,0
s0316,autochthon_right,0.8492,0.9163409843779199,0.8869705373125355,0.9247712223205359,0.008430237942615992,0
s0316,colon,0.583,0.291179942122431,0.603158045307588,0.7792414135534232,0.48806147143099227,1
s0316,duodenum,0.7838,0.6072076287301321,0.7409211012033167,0.8502256819093796,0.24301805317924752,1
s0316,esophagus,0.7201,0.3677525662995334,0.5831117280912604,0.6092206390534489,0.24146807275391552,0
s0316,gallbladder,0.0,5.3795891840719083e-20,0.0,0.11109289527230093,0.11109289527230093,0
s0316,gluteus_medius_left,0.2542,0.6456575660342158,0.7150925350134233,0.8541681334230853,0.20851056738886953,0
s0316,gluteus_medius_right,0.1145,0.22915798969669418,0.2766411252754563,0.5221093405664176,0.29295135086972335,0
s0316,gluteus_minimus_right,0.1169,0.3459131731964653,0.513812713402936,0.7560458340605348,0.4101326608640695,0
s0316,heart,0.8022,0.7768227614554123,0.8574043307960361,0.9154994910977035,0.13867672964229116,1
s0316,hip_left,0.5888,0.7917855994200516,0.7826948257775754,0.8444638475840079,0.05267824816395639,0
s0316,hip_right,0.6442,0.7910229058363976,0.7865121509370729,0.8462852734047405,0.05526236756834291,0
s0316,iliac_artery_left,0.6371,0.3483418803502209,0.5384035608445048,0.5392525998571798,0.19091071950695887,0
s0316,iliac_artery_right,0.662,0.43934182307261155,0.5285993000427816,0.6288376054865262,0.18949578241391468,0
s0316,iliac_vena_left,0.0,5.3795891840719083e-20,0.0055353092784694085,0.18440224419616946,0.18440224419616946,0
s0316,iliac_vena_right,0.3625,0.19540265944479404,0.3191848721720999,0.44094161849499247,0.24553895905019843,1
