subject,organ,iou,fam,raw_lo,raw_hi,cqr_lo,cqr_hi,mondrian_lo,mondrian_hi,q50
s1417,brain,0.9823,neuro,0.9611210420972174,0.9749942374903587,0.9488527783944248,0.9872625011931513,0.9479149558497052,0.9882003237378709,0.9685563178382534
s1417,skull,0.9546,neuro,0.9088107980982794,0.9562074978303753,0.8965425343954868,0.9684757615331678,0.8956047118507672,0.9694135840778875,0.9485511242478265
s1417,spinal_cord,0.8043,neuro,0.7347076805126835,0.9129568077199759,0.722439416809891,0.9252250714227684,0.7215015942651714,0.9261628939674881,0.8025476797977998
s1417,vertebrae_C1,0.9099,vertebrae,0.9128312953379093,0.9711875088290148,0.9005630316351168,0.9834557725318074,0.8990501416119197,0.9849686625550045,0.9451478962037733
s1417,vertebrae_C2,0.8209,vertebrae,0.575569423890149,0.8665490629898485,0.5633011601873564,0.878817326692641,0.5617882701641593,0.8803302167158381,0.6629971383165105
s1075,aorta,0.9865,great_vessel,0.9492320866122167,0.972905122760148,0.9380375648321916,0.9840996445401731,0.9285372207244694,0.9935999886478952,0.9731922640909388
s1075,autochthon_left,0.951,muscle,0.912357786002063,0.9569668844756857,0.9011632642220379,0.9681614062557108,0.907566943783013,0.9617577266947357,0.9330077402875118
s1075,autochthon_right,0.954,muscle,0.9227409993989512,0.9534346679727087,0.911546477618926,0.9646291897527338,0.9179501571799011,0.9582255101917587,0.9316676862744319
s1075,brachiocephalic_trunk,0.9535,great_vessel,0.8812302701182064,0.9569633579905993,0.8700357483381813,0.9681578797706244,0.8605354042304592,0.9776582238783466,0.9032540520451148
s1075,brachiocephalic_vein_left,0.8935,great_vessel,0.776221157772274,0.9245407078725472,0.7650266359922488,0.9357352296525723,0.7555262918845267,0.9452355737602944,0.7948980827789944
s1075,brachiocephalic_vein_right,0.8439,great_vessel,0.6427753444093198,0.9332822454911384,0.6315808226292947,0.9444767672711635,0.6220804785215726,0.9539771113788856,0.84779783815248
s1075,brain,0.9723,neuro,0.9279303990773639,0.9772305499403472,0.9167358772973387,0.9884250717203723,0.9115220850324188,0.9936388639852922,0.9617375804717528
s1075,clavicula_left,0.8539,shoulder_bone,0.9220729514599795,0.9748029569215458,0.9108784296799544,0.985997478701571,0.9093624988021187,0.9875134095794066,0.9517506725976361
s1075,clavicula_right,0.9355,shoulder_bone,0.9622245119064218,0.9700490740083152,0.9510299901263967,0.9812435957883403,0.949514059248561,0.9827595266661759,0.9509532153555221
s1075,common_carotid_artery_left,0.8327,great_vessel,0.9004903712932887,0.9530016028947736,0.8892958495132636,0.9641961246747988,0.8797955054055414,0.9736964687825209,0.9019426127804042
s1075,common_carotid_artery_right,0.8278,great_vessel,0.8878052179763644,0.9520860481418048,0.8766106961963392,0.9632805699218299,0.8671103520886171,0.972780914029552,0.9026598589555708
s1075,costal_cartilages,0.8524,costal_cartilage,0.5627618042616146,0.8957915547926034,0.5515672824815895,0.9069860765726285,0.5371422331093142,0.9214111259449038,0.7214737878241126
s1075,esophagus,0.8948,digestive,0.856836792743134,0.944985891444086,0.8456422709631088,0.9561804132241111,0.8286413903847425,0.9731812938024774,0.9123734254209467
s1075,heart,0.0,heart,0.804901575474893,0.956092955838628,0.7937070536948679,0.9672874776186531,0.783690706625315,0.977303824688206,0.9031241260114807
