subject,organ,iou,pred_iou_HistGB,pred_iou_RandomForest
s1417,brain,0.9823,0.9653386520615208,0.955337707142858
s1417,skull,0.9546,0.9446380630921966,0.9324079531746033
s1417,spinal_cord,0.8043,0.8828037072823187,0.7776384879629634
s1417,vertebrae_C1,0.9099,0.9925605607663637,0.8807278793650799
s1417,vertebrae_C2,0.8209,0.7650943197746429,0.6405625546296292
s1075,aorta,0.9865,0.9280768617060737,0.9377462797619055
s1075,autochthon_left,0.951,0.931113819910124,0.9125665797619049
s1075,autochthon_right,0.954,0.9435876031115864,0.9274900997354494
s1075,brachiocephalic_trunk,0.9535,0.8943109989694502,0.9134983341269839
s1075,brachiocephalic_vein_left,0.8935,0.7160456353807789,0.8119635750000002
s1075,brachiocephalic_vein_right,0.8439,0.7835763729263092,0.820744096428572
s1075,brain,0.9723,0.9486885493141426,0.940437142460318
s1075,clavicula_left,0.8539,0.92884834362962,0.9317015837301589
s1075,clavicula_right,0.9355,0.9576020316361341,0.9381373329365078
s1075,common_carotid_artery_left,0.8327,0.9077940241921222,0.8793222452380954
s1075,common_carotid_artery_right,0.8278,0.8906228184364645,0.888257947619048
s1075,costal_cartilages,0.8524,0.7418167297013591,0.7482260342592587
s1075,esophagus,0.8948,0.9009963515126806,0.8945180496031752
s1075,heart,0.0,0.8596772554118459,0.8338550055555551
s1075,lung_lower_lobe_left,0.96,0.9144926697146032,0.8719412841269841
s1075,lung_lower_lobe_right,0.8534,0.6701264837652703,0.660497164153439
s1075,lung_upper_lobe_left,0.9905,1.0,0.9804081177248671
s1075,lung_upper_lobe_right,0.9939,0.9845002148800932,0.9879166084656085
s1075,rib_left_1,0.9063,0.8343492880905038,0.8795997370370371
s1075,rib_left_2,0.9566,0.9747142388579039,0.8875332710317458
s1075,rib_left_3,0.9628,0.9660861474528503,0.936283478571429
s1075,rib_left_4,0.9721,0.8992654194275755,0.9388973633597878
s1075,rib_left_5,0.9787,0.9871386603956679,0.9115262769841267
s1075,rib_left_6,0.9142,0.8617577407806413,0.7740991772366526
s1075,rib_right_1,0.9287,0.8598417967161529,0.9403647656084655
s1075,rib_right_2,0.9536,0.9132148833928205,0.9376166512265517
s1075,rib_right_3,0.96,0.9552393374463529,0.9259564365079367
s1075,rib_right_4,0.9558,0.9687595196407464,0.8982201722222224
